Sexo;Edad;Nacionalidad;Fecha de alta;Fecha de baja;Situación laboral;Nivel académico;Distrito;Barrio;Número
Varón;67-76;ESPAÑOLA;09/03/2023;-;Jubilado/a;08-A Licenciado Universitario;LATINA;LAS AGUILAS;1
Mujer;21-30;ESPAÑOLA;31/08/2021;-;Estudiando;02-A EGB/Graduado Escolar;CHAMBERI;ARAPILES;1
Mujer;83-92;ESPAÑOLA;05/09/2011;-;Jubilado/a;04-A FP;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;41-50;ESPAÑOLA;17/06/2010;-;-;200-N NS/NC;OTROS;OTROS;1
Mujer;48-57;ESPAÑOLA;13/08/2008;22/03/2023;Desempleado/a;05-A COU;OTROS;OTROS;1
Mujer;32-41;COLOMBIANA;12/12/2012;-;Trabajando;03-A BUP/Bachillerato;SALAMANCA;FUENTE DEL BERRO;1
Varón;28-37;ESPAÑOLA;03/07/2015;-;Estudiando;106-N Licenciado Universitario;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Varón;68-77;ESPAÑOLA;04/06/2013;-;Desempleado/a;07-A Diplomado Universitario;HORTALEZA;CANILLAS;1
Mujer;66-75;ESPAÑOLA;23/01/2008;28/02/2023;Trabajando;03-A BUP/Bachillerato;USERA;ORCASITAS;1
Mujer;47-56;ESPAÑOLA;21/06/2005;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;22-31;ESPAÑOLA;27/07/2017;-;Estudiando;03-A BUP/Bachillerato;FUENCARRAL-EL PARDO;LA PAZ;1
Mujer;41-50;ESPAÑOLA;31/03/2008;-;Trabajando;200-N NS/NC;LATINA;ALUCHE;1
Mujer;31-40;ESPAÑOLA;17/05/2012;-;Trabajando;105-N Diplomado Universitario;CARABANCHEL;VISTA ALEGRE;1
Mujer;42-51;ESPAÑOLA;13/07/2004;-;Trabajando;02-A EGB/Graduado Escolar;HORTALEZA;CANILLAS;1
Mujer;52-61;ESPAÑOLA;25/04/2014;-;Desempleado/a;03-A BUP/Bachillerato;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;35-44;ESPAÑOLA;16/11/2020;-;Desempleado/a;-;HORTALEZA;CANILLAS;1
Varón;42-51;ESPAÑOLA;30/09/2020;-;Trabajando;02-A EGB/Graduado Escolar;VILLAVERDE;VILLAVERDE ALTO C.H.;1
Mujer;40-49;ESPAÑOLA;18/07/2018;-;-;08-A Licenciado Universitario;CENTRO;PALACIO;1
Mujer;56-65;COLOMBIANA;20/03/2013;-;Trabajando;200-N NS/NC;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;60-69;ESPAÑOLA;27/08/2008;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;PROSPERIDAD;1
Mujer;56-65;ESPAÑOLA;17/08/2021;-;Trabajando;07-A Diplomado Universitario;CIUDAD LINEAL;ATALAYA;1
Mujer;37-46;ESPAÑOLA;03/12/2012;-;Trabajando;105-N Diplomado Universitario;USERA;ZOFIO;1
Mujer;39-48;ESPAÑOLA;09/07/2013;-;-;04-A FP;OTROS;OTROS;1
Mujer;33-42;ESPAÑOLA;24/10/2017;-;Trabajando;-;TETUAN;CASTILLEJOS;1
Varón;37-46;ESPAÑOLA;05/08/2014;30/04/2021;Trabajando;08-A Licenciado Universitario;TETUAN;VALDEACEDERAS;1
Varón;67-76;ESPAÑOLA;03/04/2023;-;-;-;MORATALAZ;VINATEROS;1
Mujer;42-51;ESPAÑOLA;17/09/2010;-;Trabajando;106-N Licenciado Universitario;OTROS;OTROS;1
Varón;71-80;ESPAÑOLA;18/02/2019;-;Jubilado/a;-;USERA;ALMENDRALES;1
Varón;72-81;ESPAÑOLA;14/04/2016;08/05/2018;-;200-N NS/NC;RETIRO;ESTRELLA;1
Mujer;18-27;ESPAÑOLA;19/10/2022;-;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Mujer;69-78;ESPAÑOLA;21/05/2019;-;Desempleado/a;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Varón;48-57;ESPAÑOLA;10/01/2020;-;Otra situación;-;ARGANZUELA;IMPERIAL;1
Mujer;>90;ESPAÑOLA;08/03/2022;-;-;-;CIUDAD LINEAL;VENTAS;1
Mujer;51-60;ESPAÑOLA;01/03/2017;-;-;04-A FP;CHAMARTIN;PROSPERIDAD;1
Mujer;75-84;ESPAÑOLA;01/02/2016;-;-;200-N NS/NC;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;25-34;ESPAÑOLA;27/05/2019;-;Desempleado/a;200-N NS/NC;OTROS;OTROS;1
Mujer;35-44;ESPAÑOLA;03/01/2011;-;Desempleado/a;106-N Licenciado Universitario;LATINA;LUCERO;1
Mujer;>90;ESPAÑOLA;26/08/2010;-;Jubilado/a;200-N NS/NC;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Varón;75-84;ESPAÑOLA;22/02/2022;-;-;-;CENTRO;UNIVERSIDAD;1
Mujer;42-51;ESPAÑOLA;15/11/2013;-;Desempleado/a;08-A Licenciado Universitario;PUENTE DE VALLECAS;PORTAZGO;1
Varón;38-47;ESPAÑOLA;09/01/2014;-;Trabajando;102-N Bachillerato;HORTALEZA;VALDEFUENTES;1
Mujer;69-78;RUMANA;25/01/2016;-;Jubilado/a;03-A BUP/Bachillerato;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;62-71;ESPAÑOLA;28/03/2023;-;Jubilado/a;-;SAN BLAS - CANILLEJAS;HELLIN;1
Mujer;84-93;ESPAÑOLA;27/09/2010;22/03/2018;-;200-N NS/NC;PUENTE DE VALLECAS;ENTREVIAS;1
Varón;75-84;ESPAÑOLA;06/09/2013;22/03/2023;-;200-N NS/NC;MONCLOA-ARAVACA;ARGUELLES;1
Varón;49-58;ESPAÑOLA;07/05/2013;-;Trabajando;05-A COU;TETUAN;CASTILLEJOS;1
Mujer;85-94;ESPAÑOLA;27/08/2012;-;Jubilado/a;03-A BUP/Bachillerato;OTROS;OTROS;1
Mujer;49-58;ESPAÑOLA;12/06/2019;-;Trabajando;106-N Licenciado Universitario;CARABANCHEL;SAN ISIDRO;1
Varón;44-53;ESPAÑOLA;11/03/2021;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;83-92;ESPAÑOLA;08/02/2005;-;Jubilado/a;08-A Licenciado Universitario;MONCLOA-ARAVACA;ARGUELLES;1
Varón;48-57;ARGENTINA;15/10/2012;-;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;VENTAS;1
Mujer;64-73;ESPAÑOLA;18/03/2021;-;Trabajando;05-A COU;BARAJAS;ALAMEDA DE OSUNA;1
Varón;29-38;ESPAÑOLA;28/12/2011;-;Estudiando;101-N ESO Educación Secundaria;TETUAN;BELLAS VISTAS;1
Mujer;18-27;ESPAÑOLA;02/08/2021;-;Estudiando;102-N Bachillerato;LATINA;PUERTA DEL ANGEL;1
Varón;37-46;ESPAÑOLA;24/06/2021;-;Trabajando;-;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;36-45;ESPAÑOLA;14/10/2009;31/03/2021;Trabajando;08-A Licenciado Universitario;HORTALEZA;PINAR DEL REY;1
Mujer;90-99;ESPAÑOLA;30/07/2008;-;Jubilado/a;200-N NS/NC;SAN BLAS - CANILLEJAS;AMPOSTA;1
Mujer;38-47;GUATEMALTECA;28/12/2022;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;CASTELLANA;1
Mujer;40-49;ESPAÑOLA;29/10/2008;31/03/2021;Trabajando;200-N NS/NC;PUENTE DE VALLECAS;ENTREVIAS;1
Varón;77-86;ESPAÑOLA;04/06/2012;-;-;200-N NS/NC;RETIRO;ESTRELLA;1
Mujer;77-86;ESPAÑOLA;19/12/2012;22/03/2023;Jubilado/a;03-A BUP/Bachillerato;CHAMARTIN;EL VISO;1
Varón;56-65;ESPAÑOLA;20/09/2022;-;Trabajando;-;HORTALEZA;CANILLAS;1
Mujer;26-35;COLOMBIANA;31/08/2021;-;Estudiando;08-A Licenciado Universitario;RETIRO;PACIFICO;1
Varón;59-68;ESPAÑOLA;07/04/2021;-;Desempleado/a;-;PUENTE DE VALLECAS;SAN DIEGO;1
Varón;77-86;ESPAÑOLA;30/12/2019;-;Jubilado/a;-;ARGANZUELA;CHOPERA;1
Mujer;39-48;ESPAÑOLA;04/01/2008;-;Trabajando;07-A Diplomado Universitario;HORTALEZA;PINAR DEL REY;1
Varón;76-85;NO IDENTIFICADO;23/11/2015;-;Jubilado/a;200-N NS/NC;ARGANZUELA;LEGAZPI;1
Mujer;77-86;ESPAÑOLA;04/06/2012;28/02/2018;-;200-N NS/NC;RETIRO;ADELFAS;1
Mujer;75-84;ESPAÑOLA;01/07/2009;-;Trabajando;200-N NS/NC;SALAMANCA;LISTA;1
Mujer;29-38;ESPAÑOLA;25/05/2022;-;Estudiando;106-N Licenciado Universitario;SALAMANCA;GUINDALERA;1
Varón;46-55;ESPAÑOLA;29/01/2010;05/07/2017;Trabajando;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Mujer;26-35;ESPAÑOLA;27/06/2018;-;Estudiando;03-A BUP/Bachillerato;TETUAN;BERRUGUETE;1
Mujer;72-81;ESPAÑOLA;30/04/2008;-;Otra situación;200-N NS/NC;SAN BLAS - CANILLEJAS;ROSAS;1
Mujer;22-31;ESPAÑOLA;31/07/2019;-;Estudiando;101-N ESO Educación Secundaria;OTROS;OTROS;1
Mujer;44-53;ESPAÑOLA;30/01/2007;-;Trabajando;07-A Diplomado Universitario;MORATALAZ;VINATEROS;1
Mujer;54-63;ESPAÑOLA;26/01/2006;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Varón;34-43;ESPAÑOLA;14/06/2021;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;ALMAGRO;1
Mujer;66-75;ESPAÑOLA;11/01/2018;-;Desempleado/a;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;64-73;ESPAÑOLA;02/04/2013;30/06/2022;-;08-A Licenciado Universitario;RETIRO;NIÑO JESUS;1
Varón;62-71;ESPAÑOLA;23/04/2013;29/10/2021;Trabajando;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Mujer;53-62;ESPAÑOLA;01/06/2022;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;RECOLETOS;1
Varón;37-46;ESPAÑOLA;20/09/2011;-;Desempleado/a;101-N ESO Educación Secundaria;SALAMANCA;LISTA;1
Mujer;22-31;ESPAÑOLA;17/07/2019;-;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Mujer;33-42;PARAGUAYA;22/03/2023;-;Desempleado/a;03-A BUP/Bachillerato;VILLAVERDE;SAN CRISTOBAL;1
Mujer;52-61;ESPAÑOLA;05/12/2016;-;Estudiando;200-N NS/NC;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Varón;75-84;ESPAÑOLA;15/06/2016;-;-;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Mujer;47-56;ESPAÑOLA;25/10/2007;-;Estudiando;08-A Licenciado Universitario;CHAMARTIN;NUEVA ESPAÑA;1
Mujer;38-47;ESPAÑOLA;10/02/2009;18/12/2017;Trabajando;103-N Ciclo Formativo Grado Medio;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;40-49;ESPAÑOLA;12/07/2014;28/03/2018;-;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;20-29;ESPAÑOLA;02/06/2022;-;Estudiando;03-A BUP/Bachillerato;CARABANCHEL;OPAÑEL;1
Mujer;34-43;ESPAÑOLA;30/12/2019;-;Trabajando;08-A Licenciado Universitario;VICALVARO;CASCO H.VICALVARO;1
Mujer;60-69;ESPAÑOLA;07/10/2010;-;Jubilado/a;04-A FP;CARABANCHEL;VISTA ALEGRE;1
Mujer;71-80;ESPAÑOLA;01/09/2015;-;Jubilado/a;200-N NS/NC;CENTRO;JUSTICIA;1
Mujer;65-74;ESPAÑOLA;22/02/2012;-;Desempleado/a;07-A Diplomado Universitario;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Mujer;28-37;ESPAÑOLA;09/05/2022;-;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;60-69;ESPAÑOLA;06/07/2020;-;Desempleado/a;05-A COU;RETIRO;PACIFICO;1
Mujer;64-73;ESPAÑOLA;20/06/2016;-;-;200-N NS/NC;MONCLOA-ARAVACA;ARGUELLES;1
Varón;65-74;ESPAÑOLA;24/08/2021;-;Jubilado/a;08-A Licenciado Universitario;USERA;MOSCARDO;1
Mujer;53-62;ESPAÑOLA;17/02/2011;31/08/2021;Desempleado/a;106-N Licenciado Universitario;CHAMARTIN;HISPANOAMERICA;1
Mujer;71-80;ESPAÑOLA;13/09/2017;-;Jubilado/a;03-A BUP/Bachillerato;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;56-65;ESPAÑOLA;20/11/2014;-;Jubilado/a;03-A BUP/Bachillerato;OTROS;OTROS;1
Varón;29-38;BRASILEÑA;24/11/2022;-;Trabajando;-;CENTRO;EMBAJADORES;1
Mujer;75-84;ESPAÑOLA;01/02/2013;-;Jubilado/a;03-A BUP/Bachillerato;HORTALEZA;CANILLAS;1
Mujer;77-86;ESPAÑOLA;23/11/2022;-;-;-;VICALVARO;VALDEBERNARDO;1
Mujer;82-91;ESPAÑOLA;25/09/2020;-;-;-;BARAJAS;ALAMEDA DE OSUNA;1
Varón;60-69;ESPAÑOLA;20/09/2017;-;Desempleado/a;04-A FP;CIUDAD LINEAL;COSTILLARES;1
Mujer;55-64;ESPAÑOLA;05/03/2009;22/03/2023;Desempleado/a;04-A FP;VILLAVERDE;VILLAVERDE ALTO C.H.;1
Mujer;56-65;ESPAÑOLA;24/07/2008;-;Desempleado/a;08-A Licenciado Universitario;LATINA;CAMPAMENTO;1
Varón;33-42;ALEMANA;08/08/2019;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;64-73;ESPAÑOLA;16/09/2019;-;Jubilado/a;08-A Licenciado Universitario;MORATALAZ;MARROQUINA;1
Mujer;16-25;ESPAÑOLA;30/03/2023;-;Estudiando;-;HORTALEZA;VALDEFUENTES;1
Mujer;64-73;ESPAÑOLA;12/03/2010;-;-;200-N NS/NC;CHAMARTIN;PROSPERIDAD;1
Varón;41-50;ESPAÑOLA;12/08/2021;-;Desempleado/a;02-A EGB/Graduado Escolar;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Varón;17-26;ESPAÑOLA;16/02/2022;-;-;-;HORTALEZA;PINAR DEL REY;1
Mujer;58-67;ESPAÑOLA;03/10/2008;-;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;QUINTANA;1
Mujer;41-50;MEXICANA;22/09/2011;-;Trabajando;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Mujer;36-45;ESPAÑOLA;10/10/2022;-;Otra situación;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;49-58;ESPAÑOLA;14/01/2016;-;-;106-N Licenciado Universitario;USERA;PRADOLONGO;1
Varón;82-91;ESPAÑOLA;29/01/2016;-;-;200-N NS/NC;CIUDAD LINEAL;CONCEPCION;1
Mujer;70-79;ESPAÑOLA;18/03/2016;-;Jubilado/a;03-A BUP/Bachillerato;CIUDAD LINEAL;CONCEPCION;1
Varón;28-37;ESPAÑOLA;24/03/2021;-;Trabajando;08-A Licenciado Universitario;LATINA;LAS AGUILAS;1
Varón;34-43;ESPAÑOLA;16/04/2021;30/11/2021;Trabajando;107-N Doctorado Universitario;LATINA;LAS AGUILAS;1
Mujer;69-78;ESPAÑOLA;25/11/2014;-;Trabajando;200-N NS/NC;CIUDAD LINEAL;CONCEPCION;1
Mujer;76-85;ESPAÑOLA;13/01/2020;-;-;-;CIUDAD LINEAL;QUINTANA;1
Mujer;69-78;ESPAÑOLA;30/05/2023;-;Trabajando;-;CHAMARTIN;CIUDAD JARDIN;1
Varón;77-86;ESPAÑOLA;28/11/2022;-;Jubilado/a;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;65-74;ESPAÑOLA;25/05/2016;31/05/2021;Trabajando;07-A Diplomado Universitario;RETIRO;ESTRELLA;1
Mujer;24-33;PERUANA;13/01/2023;-;Desempleado/a;08-A Licenciado Universitario;LATINA;ALUCHE;1
Mujer;82-91;ESPAÑOLA;17/11/2015;28/02/2018;Jubilado/a;200-N NS/NC;PUENTE DE VALLECAS;PORTAZGO;1
Mujer;82-91;ESPAÑOLA;26/06/2008;-;Jubilado/a;02-A EGB/Graduado Escolar;USERA;ORCASITAS;1
Varón;71-80;ESPAÑOLA;08/11/2013;-;Jubilado/a;200-N NS/NC;CHAMBERI;RIOS ROSAS;1
Varón;51-60;ESPAÑOLA;13/10/2020;-;Trabajando;08-A Licenciado Universitario;MORATALAZ;MARROQUINA;1
Varón;35-44;ESPAÑOLA;03/01/2017;-;Estudiando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;48-57;ESPAÑOLA;13/03/2019;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;ACACIAS;1
Mujer;26-35;ESPAÑOLA;18/01/2017;-;Trabajando;08-A Licenciado Universitario;MORATALAZ;MARROQUINA;1
Mujer;69-78;ESPAÑOLA;27/03/2018;-;Jubilado/a;-;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Varón;74-83;ESPAÑOLA;09/03/2015;-;Jubilado/a;200-N NS/NC;VILLAVERDE;LOS ROSALES;1
Mujer;28-37;ESPAÑOLA;21/12/2015;-;-;106-N Licenciado Universitario;TETUAN;ALMENARA;1
Mujer;32-41;ESPAÑOLA;18/05/2021;-;Trabajando;04-A FP;RETIRO;PACIFICO;1
Mujer;21-30;ESPAÑOLA;07/02/2023;-;Trabajando;07-A Diplomado Universitario;CARABANCHEL;VISTA ALEGRE;1
Mujer;57-66;MEXICANA;11/01/2007;-;Trabajando;200-N NS/NC;CENTRO;JUSTICIA;1
Mujer;32-41;RUSA;09/05/2014;-;Trabajando;08-A Licenciado Universitario;RETIRO;PACIFICO;1
Mujer;50-59;ESPAÑOLA;30/03/2011;-;Trabajando;102-N Bachillerato;SAN BLAS - CANILLEJAS;REJAS;1
Mujer;64-73;ESPAÑOLA;17/11/2021;-;Jubilado/a;04-A FP;ARGANZUELA;CHOPERA;1
Mujer;31-40;ITALIANA;23/11/2020;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;CHOPERA;1
Mujer;29-38;PERUANA;14/05/2021;-;Trabajando;08-A Licenciado Universitario;CARABANCHEL;SAN ISIDRO;1
Mujer;46-55;ESPAÑOLA;03/08/2021;-;Desempleado/a;07-A Diplomado Universitario;LATINA;LUCERO;1
Mujer;75-84;ESPAÑOLA;25/05/2011;-;Jubilado/a;200-N NS/NC;SALAMANCA;GOYA;1
Mujer;82-91;PERUANA;24/06/2010;-;-;200-N NS/NC;LATINA;CAMPAMENTO;1
Mujer;68-77;HOLANDESA;11/09/2017;-;Trabajando;08-A Licenciado Universitario;TETUAN;CASTILLEJOS;1
Mujer;28-37;ESPAÑOLA;17/12/2020;-;Desempleado/a;08-A Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;36-45;ESPAÑOLA;19/02/2014;-;Trabajando;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;LA PAZ;1
Varón;28-37;ESPAÑOLA;05/04/2022;-;Trabajando;08-A Licenciado Universitario;MONCLOA-ARAVACA;ARGUELLES;1
Varón;66-75;ESPAÑOLA;05/02/2010;-;Desempleado/a;102-N Bachillerato;CENTRO;EMBAJADORES;1
Varón;24-33;ESPAÑOLA;12/02/2020;-;Estudiando;07-A Diplomado Universitario;HORTALEZA;PINAR DEL REY;1
Varón;31-40;ESPAÑOLA;07/04/2015;31/01/2022;Trabajando;04-A FP;TETUAN;CASTILLEJOS;1
Mujer;29-38;ITALIANA;02/02/2016;-;Trabajando;102-N Bachillerato;CARABANCHEL;VISTA ALEGRE;1
Mujer;28-37;ESPAÑOLA;08/01/2020;-;Estudiando;08-A Licenciado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Varón;76-85;ESPAÑOLA;26/03/2019;-;Jubilado/a;06-A Módulo Profesional;ARGANZUELA;PALOS DE LA FRONTERA;1
Mujer;26-35;ESPAÑOLA;12/06/2017;-;Estudiando;105-N Diplomado Universitario;OTROS;OTROS;1
Varón;50-59;ESPAÑOLA;20/04/2015;-;Trabajando;102-N Bachillerato;CENTRO;PALACIO;1
Mujer;22-31;ESPAÑOLA;14/08/2019;-;Estudiando;106-N Licenciado Universitario;CHAMBERI;VALLEHERMOSO;1
Varón;78-87;ESPAÑOLA;29/07/2008;31/01/2019;-;08-A Licenciado Universitario;ARGANZUELA;ACACIAS;1
Varón;76-85;ESPAÑOLA;13/04/2015;-;Jubilado/a;200-N NS/NC;RETIRO;ADELFAS;1
Varón;47-56;VENEZOLANA;14/05/2009;-;Desempleado/a;07-A Diplomado Universitario;HORTALEZA;VALDEFUENTES;1
Varón;43-52;ESPAÑOLA;10/02/2016;-;Desempleado/a;06-A Módulo Profesional;VICALVARO;CASCO H.VICALVARO;1
Mujer;69-78;ESPAÑOLA;05/11/2015;31/10/2018;Jubilado/a;08-A Licenciado Universitario;MONCLOA-ARAVACA;CASA DE CAMPO;1
Mujer;29-38;ESPAÑOLA;22/09/2021;-;Estudiando;08-A Licenciado Universitario;LATINA;LUCERO;1
Varón;40-49;ESPAÑOLA;14/01/2008;-;Desempleado/a;104-N Ciclo Formativo Grado Superior;RETIRO;PACIFICO;1
Mujer;68-77;ESPAÑOLA;20/03/2007;-;Estudiando;02-A EGB/Graduado Escolar;SALAMANCA;GUINDALERA;1
Mujer;46-55;ESPAÑOLA;04/02/2022;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;DELICIAS;1
Mujer;19-28;ESPAÑOLA;20/12/2021;-;-;-;CIUDAD LINEAL;VENTAS;1
Mujer;60-69;ESPAÑOLA;21/02/2023;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;68-77;ESPAÑOLA;02/03/2022;-;Jubilado/a;08-A Licenciado Universitario;CHAMBERI;ALMAGRO;1
Varón;45-54;ESPAÑOLA;13/02/2023;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;LEGAZPI;1
Varón;68-77;ESPAÑOLA;12/03/2013;22/03/2023;Desempleado/a;08-A Licenciado Universitario;CARABANCHEL;OPAÑEL;1
Mujer;57-66;ESPAÑOLA;05/09/2013;-;Trabajando;07-A Diplomado Universitario;CIUDAD LINEAL;CONCEPCION;1
Mujer;31-40;ESPAÑOLA;31/03/2015;30/12/2021;Trabajando;106-N Licenciado Universitario;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Varón;77-86;ESPAÑOLA;19/01/2011;-;Jubilado/a;02-A EGB/Graduado Escolar;VILLAVERDE;LOS ANGELES;1
Varón;32-41;ITALIANA;24/09/2021;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;PROSPERIDAD;1
Varón;56-65;ESPAÑOLA;23/11/2020;-;Desempleado/a;04-A FP;SALAMANCA;GUINDALERA;1
Mujer;20-29;ESPAÑOLA;24/02/2020;-;-;-;USERA;MOSCARDO;1
Mujer;57-66;ESPAÑOLA;15/03/2004;-;Trabajando;02-A EGB/Graduado Escolar;CHAMARTIN;NUEVA ESPAÑA;1
Mujer;45-54;ESPAÑOLA;03/04/2012;-;Estudiando;03-A BUP/Bachillerato;CENTRO;PALACIO;1
Varón;72-81;ESPAÑOLA;03/12/2013;-;Trabajando;106-N Licenciado Universitario;CIUDAD LINEAL;SAN JUAN BAUTISTA;1
Varón;73-82;ESPAÑOLA;01/02/2016;-;-;200-N NS/NC;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;80-89;ESPAÑOLA;15/06/2016;-;-;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Mujer;34-43;ESPAÑOLA;08/03/2017;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;33-42;ESPAÑOLA;02/09/2021;-;Trabajando;-;TETUAN;BERRUGUETE;1
Mujer;31-40;ESPAÑOLA;24/04/2018;-;Trabajando;07-A Diplomado Universitario;OTROS;OTROS;1
Mujer;35-44;ESPAÑOLA;02/03/2009;-;Trabajando;08-A Licenciado Universitario;LATINA;LUCERO;1
Varón;54-63;ESPAÑOLA;07/10/2010;-;Desempleado/a;200-N NS/NC;ARGANZUELA;DELICIAS;1
Varón;40-49;ESPAÑOLA;02/07/2020;-;Otra situación;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Varón;29-38;ESPAÑOLA;23/09/2021;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Varón;36-45;ESPAÑOLA;18/12/2020;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;GOYA;1
Varón;58-67;ESPAÑOLA;16/03/2011;31/08/2021;-;200-N NS/NC;TETUAN;CASTILLEJOS;1
Mujer;76-85;ESPAÑOLA;02/12/2013;-;Jubilado/a;200-N NS/NC;CHAMBERI;RIOS ROSAS;1
Mujer;72-81;ESPAÑOLA;07/10/2022;-;Jubilado/a;-;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;57-66;ESPAÑOLA;30/05/2016;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Mujer;26-35;ESPAÑOLA;03/04/2023;-;Trabajando;-;TETUAN;CUATRO CAMINOS;1
Varón;32-41;FRANCESA;26/02/2010;-;-;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Varón;57-66;ESPAÑOLA;06/10/2009;-;Trabajando;200-N NS/NC;FUENCARRAL-EL PARDO;EL PARDO;1
Mujer;39-48;ESPAÑOLA;27/08/2008;-;Trabajando;04-A FP;CHAMARTIN;HISPANOAMERICA;1
Varón;67-76;RUMANA;04/12/2008;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;75-84;ESPAÑOLA;24/03/2010;-;Jubilado/a;200-N NS/NC;SALAMANCA;GUINDALERA;1
Varón;67-76;ESPAÑOLA;10/01/2020;-;-;-;HORTALEZA;PIOVERA;2
Varón;68-77;ESPAÑOLA;30/12/2022;-;Desempleado/a;-;ARGANZUELA;IMPERIAL;1
Mujer;21-30;POLACA;31/03/2022;-;Estudiando;03-A BUP/Bachillerato;CENTRO;SOL;1
Mujer;39-48;ESPAÑOLA;29/10/2008;-;Estudiando;08-A Licenciado Universitario;OTROS;OTROS;1
Varón;42-51;ESPAÑOLA;21/08/2018;-;Trabajando;07-A Diplomado Universitario;ARGANZUELA;DELICIAS;1
Mujer;73-82;ESPAÑOLA;21/01/2007;-;-;08-A Licenciado Universitario;ARGANZUELA;ACACIAS;1
Varón;26-35;ESPAÑOLA;16/06/2015;-;Trabajando;200-N NS/NC;OTROS;CUATRO CAMINOS;1
Mujer;45-54;ESPAÑOLA;21/10/2019;-;Desempleado/a;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;VALVERDE;1
Varón;30-39;ESPAÑOLA;07/04/2016;-;Desempleado/a;08-A Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Varón;72-81;ESPAÑOLA;03/10/2011;-;Jubilado/a;07-A Diplomado Universitario;MONCLOA-ARAVACA;CASA DE CAMPO;1
Mujer;70-79;ESPAÑOLA;02/06/2008;-;Desempleado/a;05-A COU;SALAMANCA;GUINDALERA;1
Mujer;25-34;COLOMBIANA;03/11/2022;-;Trabajando;-;MORATALAZ;VINATEROS;1
Varón;83-92;ESPAÑOLA;08/11/2013;03/08/2017;Jubilado/a;200-N NS/NC;CHAMBERI;GAZTAMBIDE;1
